m,w,Date_Time
26.025724966306264,"[26.26003563069343, 25.078000134542982, 24.47586229293719, 24.895729188172282, 26.391070057459135, 28.46010336612625, 27.529350087800896, 27.47402508530721, 24.180041708324733, 25.513032111698514]",2026-05-27 14:19:40.264699
25.911209750190796,"[24.895758184504825, 23.999307567578853, 24.88821913804342, 25.455648369594215, 26.967314174103258, 25.868962093674394, 26.9411594821487, 27.935675695738002, 25.790642999473427, 26.369409797048867]",2026-05-27 14:47:59.959547
25.886597663127567,"[23.61557010269341, 24.651261108495, 26.21346752062799, 26.892909584795714, 27.175507841768173, 25.88511305090132, 26.238056410625187, 26.08086729190492, 26.237824439964832, 25.875399279499128]",2026-05-27 14:58:57.072943
23.192328034350215,"[23.401635161184814, 21.193100496649183, 12.875850462433512, 22.27109715163226, 24.064288348809644, 24.53394194702254, 25.5555987278729, 26.45883448661413, 25.578244863589653, 25.990688697693514]",2026-05-27 15:27:06.337834
26.00050395625961,"[26.432331838669043, 25.29315292201842, 24.810856922816402, 27.03658641255054, 27.71382475544493, 26.5347758815465, 26.17881690323808, 24.683244063290875, 25.698376669318865, 25.62307319370246]",2026-05-27 15:51:31.061138
26.052053636256087,"[24.306204751223063, 25.006553171154913, 24.187290791460697, 25.711512007961236, 26.184326206421414, 26.498443476869046, 26.223645233350886, 26.157504598818342, 28.78776192387187, 27.457294201429406]",2026-05-27 15:55:01.876939
25.229494373551635,"[26.067470986269655, 24.22240535017131, 24.90593589722772, 25.199639749564476, 24.86739977127693, 24.636270004569823, 23.972659937971045, 24.897497964457457, 25.89097031007518, 27.634693763932738]",2026-05-27 16:26:16.121855
23.866820424552703,"[23.805206117530254, 23.169200559513232, 21.020891277671197, 25.86855614501878, 24.303218128971046, 25.029344288534386, 24.377825692606397, 23.82469165299973, 24.09215382438429, 23.17711655829771]",2026-05-27 16:50:25.556591
23.997045853640433,"[23.858762343738764, 23.766061068596045, 24.513035591258415, 26.0934806965615, 24.80062121742842, 23.5362941295185, 24.722853053545787, 23.638216238410166, 23.936994448942098, 21.10413974840462]",2026-06-01 13:45:16.123413
26.163008102735166,"[26.97618705186168, 26.360449930292816, 11.769669372217802, 24.87125628350526, 26.81256074731668, 26.902710345195537, 29.314538297196172, 28.312975974798707, 26.510766918200186, 33.79896610676682]",2026-06-01 14:00:39.166969
28.46928360500964,"[29.87953183681328, 28.102752563855724, 29.423883467219067, 28.168603235062832, 29.414807615132837, 27.793651658938177, 27.624921999865457, 29.01909466490678, 28.78590615858906, 26.479682849713168]",2026-06-01 14:04:22.456099
23.87607315426745,"[23.557606433938233, 23.279705582837884, 12.08929594584877, 21.714251581459976, 27.423252507022912, 27.25864032717142, 22.7459990860356, 25.42543419108351, 28.179766823092216, 27.08677906418396]",2026-06-01 14:26:43.744519
23.931070498203386,"[24.92832106595158, 24.881173029235264, 23.138899392004898, 23.19335450452227, 24.109986568898766, 23.600955951091308, 23.467688806719725, 23.846873847395784, 22.82849365212288, 25.314958164091404]",2026-06-01 14:56:59.778972
24.148108047294176,"[22.192169134447873, 22.69493654442586, 23.11848597389402, 25.36990621426202, 25.952964469053953, 24.65329085177307, 24.807116395918243, 25.58175341982746, 23.645842273869203, 23.464615195470074]",2026-06-01 16:07:26.962090
26.458788092482063,"[23.92641078756359, 23.466557949750516, 27.23927077703212, 27.941011020926073, 26.698112222766067, 27.68030499502423, 28.65780036141029, 26.91135125229361, 26.321507855686413, 25.745553702367722]",2026-06-02 13:16:51.722429
28.19640491870588,"[28.587890203647042, 27.90786821282844, 27.821720108840633, 29.94738325496591, 28.639532671907656, 27.735543008520285, 27.398837595020982, 28.271337241265723, 28.334752220539148, 27.319184669523]",2026-06-02 13:45:57.417737
27.918486669806004,"[25.95076074778062, 26.015277587690708, 26.892996573793344, 29.58617594046705, 27.908854088134934, 28.527287868630374, 28.806667532690465, 28.26777069236283, 28.08474584134599, 29.144329825163712]",2026-06-02 14:06:41.930323
24.445824992055005,"[22.532064144527, 23.676810357026042, 22.973243344181824, 25.55232214229544, 25.368079445311757, 25.112795733595615, 24.11738063369745, 24.541770956809383, 25.18841816887, 25.39536499423553]",2026-06-02 14:45:15.868192
24.79854508001828,"[23.96781755043622, 23.610060799510077, 24.738134120796403, 25.448805235113863, 24.715893933735263, 24.818714928935787, 24.85530830060614, 23.74057329228999, 25.691011600852725, 26.399131037906326]",2026-06-02 15:26:22.640337
24.246652083444484,"[24.775974334766136, 24.1279932914085, 22.487699755734894, 26.237157524316324, 24.274598748750257, 22.714567061558057, 26.140193788289658, 23.76249451969315, 24.359847966429204, 23.585993843498674]",2026-06-02 15:52:38.965072
25.125127873826518,"[24.54754122698561, 24.27091621451719, 25.196827105307722, 25.573663443047725, 25.60877800175834, 25.60495048586255, 25.589379455286494, 24.82219448884105, 24.72520175648184, 25.31182656017667]",2026-06-02 15:53:35.959464
