Date_Time,amount_consumed,latency_to_consumption,Type,Frame
2026-09-07 17:22:17.124386,,,start,0
2026-09-07 17:22:17.125691,,,drink,0
2026-09-07 17:22:17.126432,,,start,0
2026-09-07 17:22:17.127689,,,drink,0
2026-09-07 17:22:17.128420,,,start,0
2026-09-07 17:22:17.129690,,,drink,0
2026-09-07 17:22:17.130451,,,start,0
2026-09-07 17:22:17.131690,,,drink,0
2026-09-07 17:22:17.132420,,,start,0
2026-09-07 17:22:17.133690,,,drink,0
2026-09-07 17:22:17.134441,,,start,0
2026-09-07 17:22:17.135695,,,drink,0
2026-09-07 17:22:17.136421,,,start,0
2026-09-07 17:22:17.137689,,,drink,0
2026-09-07 17:22:17.138425,,,start,0
2026-09-07 17:22:17.139691,,,drink,0
2026-09-07 17:22:17.140419,,,start,0
2026-09-07 17:22:17.141689,,,drink,0
2026-09-07 17:22:17.142420,,,start,0
2026-09-07 17:22:17.143690,,,drink,0
2026-09-07 17:22:17.144420,,,start,0
2026-09-07 17:22:17.145659,,,drink,0
2026-09-07 17:22:17.146394,,,start,0
2026-09-07 17:22:17.147658,,,drink,0
2026-09-07 17:22:17.148384,,,start,0
2026-09-07 17:22:17.149658,,,drink,0
2026-09-07 17:22:17.150405,,,start,0
2026-09-07 17:22:17.151691,,,drink,0
2026-09-07 17:22:17.152424,,,start,0
2026-09-07 17:22:17.153689,,,drink,0
2026-09-07 17:22:17.154425,,,start,0
2026-09-07 17:22:17.155689,,,drink,0
2026-09-07 17:22:17.156416,,,start,0
2026-09-07 17:22:17.157691,,,drink,0
2026-09-07 17:22:17.158443,,,start,0
2026-09-07 17:22:17.159690,,,drink,0
2026-09-07 17:22:17.160416,,,start,0
2026-09-07 17:22:17.161692,,,drink,0
2026-09-07 17:22:17.162424,,,start,0
2026-09-07 17:22:17.163690,,,drink,0
2026-09-07 17:22:17.164424,,,start,0
2026-09-07 17:22:17.165691,,,drink,0
2026-09-07 17:22:17.166425,,,start,0
2026-09-07 17:22:17.167690,,,drink,0
2026-09-07 17:22:17.168418,,,start,0
2026-09-07 17:22:17.169695,,,drink,0
2026-09-07 17:22:17.170430,,,start,0
2026-09-07 17:22:17.171659,,,drink,0
2026-09-07 17:22:17.172384,,,start,0
2026-09-07 17:22:17.173659,,,drink,0
2026-09-07 17:22:17.174400,,,start,0
2026-09-07 17:22:17.175661,,,drink,0
2026-09-07 17:22:17.176385,,,start,0
2026-09-07 17:22:17.177691,,,drink,0
2026-09-07 17:22:17.178425,,,start,0
2026-09-07 17:22:17.179692,,,drink,0
2026-09-07 17:22:17.180422,,,start,0
2026-09-07 17:22:17.181693,,,drink,0
2026-09-07 17:22:17.182440,,,start,0
2026-09-07 17:22:17.183692,,,drink,0
2026-09-07 17:22:17.184420,,,start,0
2026-09-07 17:22:17.185698,,,drink,0
2026-09-07 17:22:17.186430,,,start,0
2026-09-07 17:22:17.187692,,,drink,0
2026-09-07 17:22:17.188415,,,start,0
2026-09-07 17:22:17.189692,,,drink,0
2026-09-07 17:22:17.190425,,,start,0
2026-09-07 17:22:17.191692,,,drink,0
2026-09-07 17:22:17.192413,,,start,0
2026-09-07 17:22:17.193693,,,drink,0
2026-09-07 17:22:17.194429,,,start,0
2026-09-07 17:22:17.195692,,,drink,0
2026-09-07 17:22:17.196421,,,start,0
2026-09-07 17:22:17.197662,,,drink,0
2026-09-07 17:22:17.198397,,,start,0
2026-09-07 17:22:17.199663,,,drink,0
2026-09-07 17:22:17.200395,,,start,0
2026-09-07 17:22:17.201663,,,drink,0
2026-09-07 17:22:17.202401,,,start,0
2026-09-07 17:22:17.203691,,,drink,0
2026-09-07 17:22:17.204418,,,start,0
2026-09-07 17:22:17.205693,,,drink,0
2026-09-07 17:22:17.206437,,,start,0
2026-09-07 17:22:17.207693,,,drink,0
2026-09-07 17:22:17.208416,,,start,0
2026-09-07 17:22:17.209694,,,drink,0
2026-09-07 17:22:17.210426,,,start,0
2026-09-07 17:22:17.211696,,,drink,0
2026-09-07 17:22:17.212436,,,start,0
2026-09-07 17:22:17.213697,,,drink,0
2026-09-07 17:22:17.214448,,,start,0
2026-09-07 17:22:17.215694,,,drink,0
2026-09-07 17:22:17.216420,,,start,0
2026-09-07 17:22:17.217694,,,drink,0
2026-09-07 17:22:17.218439,,,start,0
2026-09-07 17:22:17.219699,,,drink,0
2026-09-07 17:22:17.220435,,,start,0
2026-09-07 17:22:17.221696,,,drink,0
2026-09-07 17:22:17.222441,,,start,0
2026-09-07 17:22:17.223663,,,drink,0
2026-09-07 17:22:17.224385,,,start,0
2026-09-07 17:22:17.225663,,,drink,0
2026-09-07 17:22:17.226399,,,start,0
2026-09-07 17:22:17.227661,,,drink,0
2026-09-07 17:22:17.228386,,,start,0
2026-09-07 17:22:17.229695,,,drink,0
2026-09-07 17:22:17.230470,,,start,0
2026-09-07 17:22:17.231695,,,drink,0
2026-09-07 17:22:17.232445,,,start,0
2026-09-07 17:22:17.233695,,,drink,0
2026-09-07 17:22:17.234434,,,start,0
2026-09-07 17:22:17.235698,,,drink,0
2026-09-07 17:22:17.236430,,,start,0
2026-09-07 17:22:17.237694,,,drink,0
2026-09-07 17:22:17.238434,,,start,0
2026-09-07 17:22:17.239693,,,drink,0
2026-09-07 17:22:17.240423,,,start,0
2026-09-07 17:22:17.241694,,,drink,0
2026-09-07 17:22:17.242430,,,start,0
2026-09-07 17:22:17.243694,,,drink,0
