Date_Time,amount_consumed,latency_to_consumption,Type,Frame
2026-08-19 18:21:05.626848,,,initialize,0
2026-08-19 18:21:45.644115,,,initialize,0
2026-08-19 18:28:22.035712,,,block_start,0
2026-08-19 18:28:39.366650,,,start,0
2026-08-19 18:29:51.820936,,,drink,0
2026-08-19 18:29:51.844550,,,start,0
2026-08-19 18:30:45.497199,,,drink,0
2026-08-19 18:31:20.606043,,,start,0
2026-08-19 18:33:33.050189,,,exit,0
2026-08-19 18:33:38.641413,,,block_end,0
2026-08-19 18:33:38.672055,,,imaging_stop,0
2026-08-19 19:03:23.989836,,,block_start,0
2026-08-19 19:03:29.142191,,,start,0
2026-08-19 19:06:42.409730,,,drink,0
2026-08-19 19:06:50.648541,,,start,0
2026-08-19 19:08:35.709789,,,exit,0
2026-08-19 19:08:40.299907,,,block_end,0
2026-08-19 19:08:40.330530,,,imaging_stop,0
2026-08-19 19:35:56.856089,,,block_start,0
2026-08-19 19:36:02.759531,,,start,0
2026-08-19 19:40:12.016253,,,exit,0
2026-08-19 19:40:15.109833,,,block_end,0
2026-08-19 19:40:15.140309,,,imaging_stop,0
2026-08-20 11:06:30.083118,,,initialize,0
2026-08-20 14:38:42.126034,,,initialize,0
2026-08-20 14:43:50.840591,,,block_start,0
2026-08-20 14:45:27.530777,,,initialize,0
2026-08-20 15:06:45.068917,,,initialize,0
2026-08-20 15:07:12.216238,,,block_start,0
2026-08-20 15:07:15.519932,,,start,0
2026-08-20 15:07:15.521583,,,start,0
2026-08-20 15:10:15.263732,,,exit,0
2026-08-20 15:10:21.866941,,,block_end,0
2026-08-20 15:10:21.897688,,,imaging_stop,0
2026-08-20 15:36:14.256670,,,block_start,0
2026-08-20 15:36:19.395936,,,start,0
2026-08-20 15:36:19.397800,,,start,0
2026-08-20 15:40:56.886582,,,exit,0
2026-08-20 15:41:03.482388,,,block_end,0
2026-08-20 15:41:03.513130,,,imaging_stop,0
2026-08-20 15:48:38.178774,,,block_start,0
2026-08-20 15:48:44.971771,,,start,0
2026-08-20 15:53:03.616576,,,exit,0
2026-08-20 15:53:04.705835,,,block_end,0
2026-08-20 15:53:04.737027,,,imaging_stop,0
2026-08-20 15:56:11.367705,,,block_start,0
2026-08-20 15:56:16.170760,,,start,0
2026-08-20 15:56:16.172308,,,exit,0
2026-08-20 15:56:19.762833,,,block_end,0
2026-08-20 15:56:19.792926,,,imaging_stop,0
2026-08-20 17:02:15.949167,,,block_start,0
2026-08-20 17:02:27.052539,,,start,0
2026-08-20 17:03:54.306618,,,exit,0
2026-08-20 17:03:55.398781,,,block_end,0
2026-08-20 17:03:55.429404,,,imaging_stop,0
2026-08-20 17:10:14.446638,,,block_start,0
2026-08-20 17:10:17.664317,,,start,0
2026-08-20 17:10:17.666350,,,start,0
