Date_Time,amount_consumed,latency_to_consumption,Type
2026-04-12 13:08:27.923911,,,start
2026-04-12 13:08:27.925150,,,eat
2026-04-12 13:08:27.925896,,,start
2026-04-12 13:08:27.927151,,,eat
2026-04-12 13:08:27.927905,,,start
2026-04-12 13:08:27.929190,,,eat
2026-04-12 13:08:27.930504,,,start
2026-04-12 13:08:27.932168,,,eat
2026-04-12 13:08:27.933168,,,start
2026-04-12 13:08:27.934230,,,eat
2026-04-12 13:08:27.935229,,,start
2026-04-12 13:08:27.937254,,,eat
2026-04-12 13:08:27.938529,,,start
2026-04-12 13:08:27.940132,,,eat
2026-04-12 13:08:27.940929,,,start
2026-04-12 13:08:27.942121,,,eat
2026-04-12 13:08:27.942885,,,start
2026-04-12 13:08:27.944112,,,eat
2026-04-12 13:08:27.944841,,,start
2026-04-12 13:08:27.946149,,,eat
2026-04-12 13:08:27.946897,,,start
2026-04-12 13:08:27.948151,,,eat
2026-04-12 13:08:27.948884,,,start
2026-04-12 13:08:27.950193,,,eat
2026-04-12 13:08:27.951208,,,start
2026-04-12 13:08:27.952365,,,eat
2026-04-12 13:08:27.953448,,,start
2026-04-12 13:08:27.955162,,,eat
2026-04-12 13:08:27.955974,,,start
2026-04-12 13:08:27.957154,,,eat
2026-04-12 13:08:27.957896,,,start
2026-04-12 13:08:27.959170,,,eat
2026-04-12 13:08:27.960042,,,start
2026-04-12 13:08:27.961158,,,eat
2026-04-12 13:08:27.961913,,,start
2026-04-12 13:08:46.812598,,,exit
2026-04-12 13:08:53.910926,,,block_end
2026-04-12 13:09:30.605559,,,block_start
2026-04-12 13:09:32.708437,,,start
2026-04-12 13:09:32.709898,,,start
2026-04-12 13:09:45.835810,,,eat
2026-04-12 13:10:15.970619,,,start
2026-04-12 13:10:25.553953,,,exit
2026-04-12 13:10:27.137992,,,block_end
2026-04-12 15:12:29.573630,,,initialize,0
2026-04-12 15:14:39.340980,,,initialize,0
2026-04-12 15:15:33.201050,,,initialize,0
2026-04-12 15:22:47.024585,,,initialize,0
2026-04-12 15:52:55.322644,,,initialize,0
2026-04-12 16:03:49.980134,,,initialize,0
2026-04-13 12:48:05.294539,,,initialize,0
2026-04-13 12:58:11.198503,,,initialize,0
2026-04-13 13:22:17.889869,,,initialize,0
2026-04-13 13:27:09.299031,,,initialize,0
2026-04-13 13:31:39.809495,,,initialize,0
2026-04-13 14:00:03.818258,,,block_start,0
2026-04-13 14:00:06.716751,,,start,0
2026-04-13 14:00:06.718760,,,start,0
2026-04-13 14:00:13.824044,,,drink,0
2026-04-13 14:00:16.641539,,,start,0
2026-04-13 14:00:19.191658,,,drink,0
2026-04-13 14:00:21.567594,,,start,0
2026-04-13 14:00:49.454339,,,eat,0
2026-04-13 14:00:55.538966,,,start,0
2026-04-13 14:02:09.965746,,,exit,0
